TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20201127,7.34,1.0,7.104,0.322,1.0,7.734,0.287,1.0,-9999,-9999,-9999,-9999,-9999,7.34,1.0,7.104,0.322,1.0,7.734,0.287,1.0,95.7295,15.178,1.0,-9999,15.178,1.0,343.949,1.0,-9999,343.949,1.0,327.583,1.0,-9999,327.583,1.0,0.472,1.0,-9999,0.472,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1610054864864865,0.7708333333333334,34.943171766666666,1.0,1.4601534583333333,1.0,17.242813333333334,1.0,-9999,0.0,354.87764583333336,1.0,468.512,1.0,8.11,8.267,8.354,8.471,8.988,10.065,1.0,1.0,1.0,1.0,1.0,1.0,24.576,25.533,27.271,32.543,52.868,1.0,1.0,1.0,1.0,1.0,-3.83821,-9999,2.06385,-9999,-9999,-9999,-9999,0.616282,-9999,-1.95076,-9999,-9999,-9999,-9999,4.01521,-9999,-9999,-9999,30,18,30,18,2.89462,1.0,0.288466,0.300075,2.89462,1.0,0.288466,0.300075,2.83854,1.0,0.0118569,2.71404,2.73708,2.77807,2.87469,2.89038,2.90239,2.91131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.00657,0.0690301,1.0,0.351688,0.359677,2.42744,0.619094,1.0,0.453793,0.459758,3.00657,0.0690301,1.0,0.351688,0.359677,2.42744,0.619094,1.0,0.453793,0.459758,2.83651,2.89453,2.92383,2.99767,3.02577,3.0453,3.0592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.90867,2.27475,2.37082,2.39987,2.40769,2.42239,2.42616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.17196,3.19483,3.07363,0.0354873,2.59437,2.83172,2.97143,3.16707,3.20411,3.22652,3.3272,0.268637,0.300209,0.23509,0.0320547,-0.167155,-0.00258719,0.140344,0.264608,0.315933,0.451282,0.48944,2.71692,3.29973,2.83959,0.101589,2.17824,2.32476,2.39475,2.5751,3.26532,3.34194,3.99005,0.169377,0.0212063,0.243512,0.0332211,0.0187613,0.101139,0.120704,0.155163,0.451748,0.518203,0.716018,-9999,-9999
20201128,5.847,1.0,4.833,1.524,1.0,7.538,2.888,1.0,-9999,-9999,-9999,-9999,-9999,5.847,1.0,4.833,1.524,1.0,7.538,2.888,1.0,94.4083,58.62,1.0,-9999,58.62,1.0,278.947,1.0,-9999,278.947,1.0,268.843,1.0,-9999,268.843,1.0,1.053,1.0,-9999,1.053,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.14885242,0.8333333333333334,104.53615458604168,1.0,7.246537479166666,1.0,14.487756041666666,1.0,-9999,0.0,339.8628333333333,1.0,491.014,1.0,6.438,6.913,7.3,7.915,8.926,10.019,1.0,1.0,1.0,1.0,1.0,1.0,24.31,25.318,27.137,32.526,52.834,1.0,1.0,1.0,1.0,1.0,-18.5613,-9999,3.8136,-9999,-9999,-9999,-9999,0.784556,-9999,-2.2331,-9999,-9999,-9999,-9999,3.78773,-9999,-9999,-9999,30,18,30,18,2.84824,1.0,0.292017,0.447094,2.84824,1.0,0.292018,0.447095,2.73329,1.0,0.0499965,2.30375,2.38649,2.40852,2.83625,3.04738,3.0636,3.10345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.16086,0.132266,1.0,0.351433,0.354347,2.0511,2.43548,1.0,0.469079,0.99796,3.16086,0.132266,1.0,0.351433,0.354347,2.0511,2.43548,1.0,0.469084,0.997962,3.03228,3.06988,3.09552,3.13578,3.1482,3.16059,3.17399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.734151,0.940854,0.962943,2.04278,2.69709,2.70254,2.71902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.99011,3.00309,2.88712,0.0340102,2.42979,2.65224,2.78084,2.99011,3.00951,3.02577,3.11076,0.149952,0.154846,0.15383,0.0745121,-0.62465,-0.368138,-0.274921,0.218406,0.584925,0.623008,0.717526,2.20995,3.02579,2.29158,0.0962183,1.5698,1.7612,1.8716,2.08476,2.7055,2.95608,3.03399,0.980374,0.0684962,0.910832,0.0719069,0.0606506,0.509462,0.721313,0.94821,1.06406,1.23751,1.75364,-9999,-9999
20201129,2.54,1.0,2.382,0.474,1.0,2.829,0.19,1.0,-9999,-9999,-9999,-9999,-9999,2.54,1.0,2.382,0.474,1.0,2.829,0.19,1.0,93.1423,8.87,1.0,-9999,8.87,1.0,325.118,1.0,-9999,325.118,1.0,291.608,1.0,-9999,291.608,1.0,0.413,1.0,-9999,0.413,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.29906920000000004,0.8333333333333334,21.309875689583333,1.0,0.9805324375,1.0,10.157086041666666,1.0,-9999,0.0,332.8778541666666,1.0,450.652,1.0,5.916,6.302,6.631,7.258,8.572,9.943,1.0,1.0,1.0,1.0,1.0,1.0,24.074,25.106,26.993,32.451,52.798,1.0,1.0,1.0,1.0,1.0,-14.8551,-9999,2.94102,-9999,-9999,-9999,-9999,0.354045,-9999,6.29008,-9999,-9999,-9999,-9999,2.04965,-9999,-9999,-9999,31,17,31,17,2.41988,1.0,0.290254,0.307085,2.41988,1.0,0.290254,0.307085,2.43362,1.0,0.0217161,2.22635,2.31959,2.37399,2.41182,2.50687,2.52013,2.59315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.45839,0.707604,1.0,0.349189,0.373461,2.10127,1.04026,1.0,0.467166,0.572924,2.45839,0.707604,1.0,0.349189,0.373461,2.10127,1.04026,1.0,0.467166,0.572924,2.15466,2.26541,2.31961,2.40688,2.48024,2.53028,2.53082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.96333,1.98208,2.09054,2.09897,2.38206,2.6454,2.73364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.54903,2.54386,2.4406,0.0302824,2.0318,2.24439,2.335,2.5339,2.56463,2.57051,2.60355,0.188043,0.123979,0.00698776,0.0485187,-0.647908,-0.2329,-0.170176,0.108374,0.188437,0.247775,0.314496,1.60212,2.29044,1.62326,0.0931889,0.910557,1.11296,1.28819,1.53629,1.67626,1.8522,2.29622,0.21557,0.00856762,0.198265,0.0142558,0.0075784,0.138841,0.164176,0.213631,0.241559,0.272531,0.336649,-9999,-9999
20201130,3.052,1.0,3.32,3.041,1.0,2.563,1.057,1.0,-9999,-9999,-9999,-9999,-9999,3.052,1.0,3.32,3.041,1.0,2.563,1.057,1.0,91.9315,11.134,1.0,-9999,11.134,1.0,328.489,1.0,-9999,328.489,1.0,295.642,1.0,-9999,295.642,1.0,0.428,1.0,-9999,0.428,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.46055451162790695,0.8958333333333334,25.618667963958334,1.0,1.0350140833333332,1.0,11.851800208333335,1.0,-1.7602503333333337,0.625,334.1205625,1.0,449.174,1.0,5.467,5.829,6.15,6.801,8.232,9.804,1.0,1.0,1.0,1.0,1.0,1.0,24.094,25.12,26.858,32.394,52.729,1.0,1.0,1.0,1.0,1.0,-14.095,-9999,1.39947,-9999,-9999,-9999,-9999,0.345296,-9999,-0.777958,-9999,-9999,-9999,-9999,3.74278,-9999,-9999,-9999,31,17,31,17,2.16784,1.0,0.302252,0.312188,2.16784,1.0,0.302252,0.312188,2.1497,0.996875,0.0105,2.05073,2.08457,2.10627,2.11969,2.21012,2.24084,2.24835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.10742,0.884386,1.0,0.363615,0.381582,2.05549,0.853051,1.0,0.486493,0.486991,2.10742,0.884386,1.0,0.363615,0.381582,2.05549,0.853051,1.0,0.486493,0.486991,1.95509,1.98071,2.03008,2.03893,2.16886,2.21213,2.22011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.01463,2.02265,2.03917,2.05325,2.06319,2.06667,2.08031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.65513,2.65951,2.57012,0.0260243,2.19502,2.42556,2.52417,2.64145,2.66325,2.66972,2.70555,0.533142,0.491667,0.420419,0.0300033,0.0172034,0.283255,0.318978,0.475107,0.550927,0.559788,0.597179,1.62806,2.4891,1.6817,0.0900807,1.0476,1.17201,1.29108,1.62806,1.67529,1.79429,2.49386,0.263855,0.00838365,0.214567,0.0135183,0.00741688,0.171786,0.197636,0.248541,0.263653,0.26429,0.293686,-9999,-9999
20201201,8.16,1.0,7.707,0.459,1.0,8.985,0.284,1.0,-9999,-9999,-9999,-9999,-9999,8.16,1.0,7.707,0.459,1.0,8.985,0.284,1.0,90.7758,25.884,1.0,-9999,25.884,1.0,328.856,1.0,-9999,328.856,1.0,325.423,1.0,-9999,325.423,1.0,1.962,1.0,-9999,1.962,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.44123246511627906,0.8958333333333334,52.48241738125,1.0,2.4796719375,1.0,21.86308354166667,1.0,-0.02088355555555547,0.9375,354.1524583333333,1.0,418.088,1.0,6.71,6.862,6.951,7.135,8.026,9.623,1.0,1.0,1.0,1.0,1.0,1.0,27.952,28.751,28.545,32.919,52.703,1.0,1.0,1.0,1.0,1.0,-3.94035,-9999,3.53786,-9999,-9999,-9999,-9999,0.546003,-9999,-30.6159,-9999,-9999,-9999,-9999,4.17065,-9999,-9999,-9999,31,17,31,17,1.75773,1.0,0.312599,0.321347,1.75773,1.0,0.312599,0.321347,1.75781,1.0,0.0168573,1.62055,1.66795,1.70856,1.75769,1.80064,1.81689,1.91371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.65392,0.649324,1.0,0.341228,0.355956,-0.0569227,2.46446,1.0,0.579869,0.579935,2.65392,0.649324,1.0,0.341228,0.355956,-0.0569227,2.46446,1.0,0.579869,0.579935,2.5059,2.52958,2.5832,2.65386,2.70907,2.73225,2.7733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.160248,-0.074453,-0.074453,-0.0569227,-0.0569227,-0.0569227,0.149785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.42914,3.47843,3.41171,0.0195974,3.20775,3.30171,3.3809,3.42179,3.47704,3.53404,3.57344,1.6863,1.7207,1.6539,0.0315418,1.12098,1.48736,1.66006,1.7259,1.7514,1.7703,1.78914,2.43029,3.81975,2.55791,0.0852358,2.16677,2.19626,2.23801,2.40133,2.43334,2.64143,3.82039,0.426648,0.0136985,0.343547,0.022041,0.0121216,0.197275,0.320885,0.396181,0.426423,0.426906,0.47175,-9999,-9999
20201202,6.134,1.0,6.018,0.556,1.0,6.345,0.443,1.0,-9999,-9999,-9999,-9999,-9999,6.134,1.0,6.018,0.556,1.0,6.345,0.443,1.0,89.6754,19.233,1.0,-9999,19.233,1.0,323.807,1.0,-9999,323.807,1.0,315.87,1.0,-9999,315.87,1.0,0.92,1.0,-9999,0.92,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1951982947368421,0.7916666666666666,42.520145142500006,1.0,1.6437547916666666,1.0,21.024813124999998,1.0,-9999,0.0,346.9677916666667,1.0,455.837,1.0,6.552,6.783,6.947,7.23,8.054,9.483,1.0,1.0,1.0,1.0,1.0,1.0,26.984,27.838,28.689,33.273,52.651,1.0,1.0,1.0,1.0,1.0,-7.58294,-9999,2.2712,-9999,-9999,-9999,-9999,0.516014,-9999,-2.93862,-9999,-9999,-9999,-9999,4.03838,-9999,-9999,-9999,31,17,31,17,2.98677,1.0,0.29468,0.307244,2.98677,1.0,0.29468,0.307244,2.98885,1.0,0.0133091,2.86396,2.9212,2.94636,2.96955,2.99776,3.09513,3.11169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.06156,0.716282,1.0,0.346929,0.356399,2.54381,0.655847,1.0,0.492588,0.500138,3.06156,0.716282,1.0,0.346929,0.356399,2.54381,0.655847,1.0,0.492588,0.500138,2.96207,2.99702,3.0035,3.03652,3.0746,3.16025,3.17858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.32735,2.48586,2.53591,2.54381,2.65838,2.65901,2.67032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.17943,3.22043,3.19419,0.00769199,3.12798,3.14213,3.15611,3.18262,3.22861,3.25095,3.27999,0.218848,0.23366,0.205341,0.0145492,0.0292018,0.0480872,0.203325,0.218848,0.256866,0.289406,0.325935,2.70145,3.32605,2.76193,0.0437047,2.54508,2.56426,2.57616,2.69368,2.7256,2.82054,3.32596,0.192358,0.00614863,0.155445,0.00989237,0.0054403,0.107123,0.144421,0.179713,0.192221,0.192471,0.214221,-9999,-9999
20201203,5.592,1.0,5.557,0.224,1.0,5.655,0.198,1.0,-9999,-9999,-9999,-9999,-9999,5.592,1.0,5.557,0.224,1.0,5.655,0.198,1.0,88.6305,6.542,1.0,-9999,6.542,1.0,339.424,1.0,-9999,339.424,1.0,312.768,1.0,-9999,312.768,1.0,0.711,1.0,-9999,0.711,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.6770075434782608,0.9583333333333334,16.861249946041667,1.0,0.61612714,1.0,7.483513333333335,1.0,-2.7119415,0.7916666666666666,344.73241666666667,1.0,425.727,1.0,6.363,6.627,6.825,7.169,8.028,9.39,1.0,1.0,1.0,1.0,1.0,1.0,26.713,27.583,28.567,33.305,52.518,1.0,1.0,1.0,1.0,1.0,-9.26322,-9999,1.90129,-9999,-9999,-9999,-9999,0.404308,-9999,-11.3904,-9999,-9999,-9999,-9999,3.40835,-9999,-9999,-9999,31,17,31,17,3.33399,1.0,0.29667,0.303527,3.33399,1.0,0.29667,0.303527,3.35756,1.0,0.00958822,3.30867,3.31565,3.31914,3.33323,3.36922,3.44395,3.45044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.88094,1.4144,1.0,0.359688,0.370996,3.81792,2.5186,1.0,0.470504,0.470586,2.88094,1.4144,1.0,0.359688,0.370996,3.81792,2.5186,1.0,0.470504,0.470586,2.85193,2.85981,2.86502,2.8798,2.93011,3.04161,3.05131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.80192,3.80654,3.80654,3.81792,3.82412,3.82412,3.82412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3264,3.38592,3.36901,0.0115625,3.26951,3.28774,3.32027,3.37199,3.41611,3.45378,3.48302,0.0341099,0.0519332,0.0114469,0.00857819,-0.0719587,-0.0401941,-0.0314527,0.00409796,0.0520394,0.0797619,0.103009,3.07917,3.24323,3.10599,0.0125798,3.0462,3.05252,3.06018,3.07697,3.09953,3.13657,3.24454,0.0210333,0.000661833,0.0173759,0.00110189,0.000585391,0.0136336,0.0158646,0.0209398,0.0210333,0.0211198,0.0234842,-9999,-9999
20201204,5.552,1.0,5.262,1.67,1.0,6.082,0.165,1.0,-9999,-9999,-9999,-9999,-9999,5.552,1.0,5.262,1.67,1.0,6.082,0.165,1.0,87.6411,16.604,1.0,-9999,16.604,1.0,302.765,1.0,-9999,302.765,1.0,303.701,1.0,-9999,303.701,1.0,2.044,1.0,-9999,2.044,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7783210208333333,1.0,35.07959230041667,1.0,1.4568323374999999,1.0,16.960831458333335,1.0,-0.32186553555555547,0.9375,340.93431250000003,1.0,420.792,1.0,5.767,6.155,6.452,6.93,7.924,9.311,1.0,1.0,1.0,1.0,1.0,1.0,27.745,28.646,29.092,33.645,52.411,1.0,1.0,1.0,1.0,1.0,-14.7722,-9999,5.06509,-9999,-9999,-9999,-9999,0.53094,-9999,-26.623,-9999,-9999,-9999,-9999,4.99856,-9999,-9999,-9999,31,17,31,17,3.39643,1.0,0.287508,0.289183,3.39643,1.0,0.287508,0.289183,3.42133,1.0,0.00551316,3.39643,3.39643,3.39643,3.39643,3.45839,3.45857,3.48883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.70868,2.3173,1.0,0.34176,0.34489,2.47839,0.920496,1.0,0.47283,0.47283,3.70868,2.3173,1.0,0.34176,0.34489,2.47839,0.920496,1.0,0.47283,0.47283,3.70868,3.70868,3.70868,3.70868,3.80114,3.80141,3.84656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.47839,2.47839,2.47839,2.47839,2.47839,2.47839,2.47839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.58634,3.66816,3.6531,0.0191013,3.489,3.5179,3.5649,3.66395,3.73043,3.77296,3.80088,0.234236,0.271732,0.231773,0.0151725,0.0925785,0.121477,0.168472,0.241667,0.289371,0.311777,0.350296,3.23641,3.26276,3.25632,0.00516147,3.21382,3.22108,3.2293,3.25089,3.27039,3.30397,3.31134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20201205,3.643,1.0,3.145,1.093,1.0,4.55,0.727,1.0,-9999,-9999,-9999,-9999,-9999,3.643,1.0,3.145,1.093,1.0,4.55,0.727,1.0,86.7076,20.837,1.0,-9999,20.837,1.0,302.669,1.0,-9999,302.669,1.0,292.474,1.0,-9999,292.474,1.0,1.625,1.0,-9999,1.625,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.36542085416666664,1.0,41.813189451666666,1.0,1.9519289889583333,1.0,19.037812708333334,1.0,-9999,0.0,333.10720833333335,1.0,427.177,1.0,4.741,5.141,5.489,6.164,7.617,9.22,1.0,1.0,1.0,1.0,1.0,1.0,26.765,27.654,28.85,33.404,52.327,1.0,1.0,1.0,1.0,1.0,-16.3228,-9999,3.92832,-9999,-9999,-9999,-9999,0.434138,-9999,-11.3701,-9999,-9999,-9999,-9999,3.53465,-9999,-9999,-9999,31,17,31,17,3.85618,1.0,0.311039,0.397593,3.85618,1.0,0.311039,0.397593,3.67341,1.0,0.0297024,3.33952,3.38766,3.5828,3.66351,3.85618,3.88298,3.90814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.82748,2.01814,1.0,0.376983,0.527892,3.51271,2.00456,1.0,0.493611,0.493611,3.82748,2.01814,1.0,0.376983,0.527892,3.51271,2.00456,1.0,0.493611,0.493611,3.05658,3.12841,3.41956,3.53999,3.82748,3.86747,3.90501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.51271,3.51271,3.51271,3.51271,3.51271,3.51271,3.51271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.33568,3.38341,3.39102,0.0184712,3.23755,3.27298,3.31972,3.38143,3.45391,3.46848,3.56243,-0.428425,-0.472775,-0.282395,0.0397862,-0.493577,-0.480825,-0.454821,-0.389957,-0.337581,0.115547,0.200875,2.89197,2.74379,2.86969,0.0107763,2.74211,2.77669,2.81362,2.8983,2.9048,2.90732,2.92518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20201206,0.898,1.0,0.742,1.092,1.0,1.181,1.495,1.0,-9999,-9999,-9999,-9999,-9999,0.898,1.0,0.742,1.092,1.0,1.181,1.495,1.0,85.8301,20.221,1.0,-9999,20.221,1.0,267.495,1.0,-9999,267.495,1.0,251.622,1.0,-9999,251.622,1.0,0.434,1.0,-9999,0.434,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.09098205588235295,0.7083333333333334,44.910388595625,1.0,1.755594641041667,1.0,22.536533333333335,1.0,-9999,0.0,318.25783333333334,1.0,472.27,1.0,3.523,4.102,4.614,5.537,7.254,9.08,1.0,1.0,1.0,1.0,1.0,1.0,26.114,27.068,28.568,33.118,52.242,1.0,1.0,1.0,1.0,1.0,-23.9658,-9999,1.07655,-9999,-9999,-9999,-9999,0.365966,-9999,-5.61397,-9999,-9999,-9999,-9999,2.39226,-9999,-9999,-9999,31,17,31,17,2.89311,1.0,0.326964,0.334237,2.89311,1.0,0.326964,0.334237,2.90716,1.0,0.0151093,2.78795,2.83832,2.86153,2.89311,2.94697,2.97701,2.98597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.86917,0.194806,1.0,0.39226,0.399964,2.6398,0.272619,1.0,0.528955,0.530792,2.86917,0.194806,1.0,0.39226,0.399964,2.6398,0.272619,1.0,0.528955,0.530792,2.74256,2.81244,2.835,2.86917,2.93746,2.96869,2.97978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.58454,2.59418,2.60228,2.6398,2.67173,2.68242,2.69076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.78001,2.80159,2.80959,0.0146268,2.72005,2.7388,2.75022,2.78001,2.83183,2.87574,2.95741,-0.0197255,-0.0915209,-0.0975678,0.0104135,-0.22679,-0.196537,-0.122786,-0.0950165,-0.0650613,-0.0314835,-0.00778102,2.67094,2.31291,2.69586,0.0293247,2.31202,2.56902,2.65203,2.69304,2.76814,2.85843,2.92238,0.0,0.0,0.0376849,0.00688313,0.0,0.0,0.0,0.0,0.0840462,0.0872111,0.0892502,-9999,-9999
